plz,bundesland,ort
78144,Baden-Württemberg,Schramberg
78713,Baden-Württemberg,Schramberg
6279,Sachsen-Anhalt,Schraplau
34637,Hessen,Schrecksbach
21493,Schleswig-Holstein,Schretstaken
69198,Baden-Württemberg,Schriesheim
86529,Bayern,Schrobenhausen
74575,Baden-Württemberg,Schrozberg
25782,Schleswig-Holstein,Schrum
24837,Schleswig-Holstein,Schuby
24850,Schleswig-Holstein,Schuby
53520,Rheinland-Pfalz,Schuld
21516,Schleswig-Holstein,Schulendorf
24790,Schleswig-Holstein,Schülldorf
54586,Rheinland-Pfalz,Schüller
25764,Schleswig-Holstein,Schülp
24589,Schleswig-Holstein,Schülp bei Nortorf
24813,Schleswig-Holstein,Schülp bei Rendsburg
15732,Brandenburg,Schulzendorf
57632,Rheinland-Pfalz,Schürdt
23847,Schleswig-Holstein,Schürensöhlen
77978,Baden-Württemberg,Schuttertal
77746,Baden-Württemberg,Schutterwald
48465,Niedersachsen,Schüttorf
54570,Rheinland-Pfalz,Schutz
57520,Rheinland-Pfalz,Schutzbach
18258,Mecklenburg-Vorpommern,Schwaan
7554,Thüringen,Schwaara
91126,Bayern,Schwabach
86986,Bayern,Schwabbruck
55270,Rheinland-Pfalz,Schwabenheim an der Selz
85247,Bayern,Schwabhausen
99869,Thüringen,Schwabhausen
73072,Baden-Württemberg,Schwäbisch Gmünd
73525,Baden-Württemberg,Schwäbisch Gmünd
73527,Baden-Württemberg,Schwäbisch Gmünd
73529,Baden-Württemberg,Schwäbisch Gmünd
73550,Baden-Württemberg,Schwäbisch Gmünd
73553,Baden-Württemberg,Schwäbisch Gmünd
74523,Baden-Württemberg,Schwäbisch Hall
86830,Bayern,Schwabmünchen
86987,Bayern,Schwabsoien
25876,Schleswig-Holstein,Schwabstedt
27252,Niedersachsen,Schwaförden
90571,Bayern,Schwaig bei Nürnberg
82445,Bayern,Schwaigen
74193,Baden-Württemberg,Schwaigern
71409,Baden-Württemberg,Schwaikheim
65824,Hessen,Schwalbach
66773,Saarland,Schwalbach
56281,Rheinland-Pfalz,Schwall
98590,Thüringen,Schwallungen
34613,Hessen,Schwalmstadt
41366,Nordrhein-Westfalen,Schwalmtal
36318,Hessen,Schwalmtal
77963,Baden-Württemberg,Schwanau
92421,Bayern,Schwandorf
39397,Sachsen-Anhalt,Schwanebeck
28790,Niedersachsen,Schwanewede
97523,Bayern,Schwanfeld
87645,Bayern,Schwangau
19258,Mecklenburg-Vorpommern,Schwanheide
76848,Rheinland-Pfalz,Schwanheim
90596,Bayern,Schwanstetten
27327,Niedersachsen,Schwarme
29690,Niedersachsen,Schwarmstedt
24257,Schleswig-Holstein,Schwartbuck
17252,Mecklenburg-Vorpommern,Schwarz
98547,Thüringen,Schwarza
74869,Baden-Württemberg,Schwarzach
94374,Bayern,Schwarzach
97359,Bayern,Schwarzach am Main
92548,Bayern,Schwarzach b.Nabburg
98744,Thüringen,Schwarzatal
1945,Brandenburg,Schwarzbach
7589,Thüringen,Schwarzbach
7427,Thüringen,Schwarzburg
55481,Rheinland-Pfalz,Schwarzen
92720,Bayern,Schwarzenbach
95126,Bayern,Schwarzenbach a.d.Saale
95131,Bayern,Schwarzenbach a.Wald
21493,Schleswig-Holstein,Schwarzenbek
8340,Sachsen,Schwarzenberg/Erzgebirge
34639,Hessen,Schwarzenborn
54533,Rheinland-Pfalz,Schwarzenborn
90592,Bayern,Schwarzenbruck
92521,Bayern,Schwarzenfeld
55629,Rheinland-Pfalz,Schwarzerden
1987,Brandenburg,Schwarzheide
92447,Bayern,Schwarzhofen
17168,Mecklenburg-Vorpommern,Schwasdorf
97525,Bayern,Schwebheim
67685,Rheinland-Pfalz,Schwedelbach
24229,Schleswig-Holstein,Schwedeneck
16303,Brandenburg,Schwedt/Oder
67365,Rheinland-Pfalz,Schwegenheim
54338,Rheinland-Pfalz,Schweich
98663,Thüringen,Schweickershausen
76889,Rheinland-Pfalz,Schweigen-Rechtenbach
56377,Rheinland-Pfalz,Schweighausen
76889,Rheinland-Pfalz,Schweighofen
26556,Niedersachsen,Schweindorf
97421,Bayern,Schweinfurt
97422,Bayern,Schweinfurt
97424,Bayern,Schweinfurt
67744,Rheinland-Pfalz,Schweinschied
67808,Rheinland-Pfalz,Schweisweiler
85301,Bayern,Schweitenkirchen
66957,Rheinland-Pfalz,Schweix
58332,Nordrhein-Westfalen,Schwelm
88477,Baden-Württemberg,Schwendi
89443,Bayern,Schwenningen
72477,Baden-Württemberg,Schwenningen
24222,Schleswig-Holstein,Schwentinental
24223,Schleswig-Holstein,Schwentinental
1936,Sachsen,Schwepnitz
55444,Rheinland-Pfalz,Schweppenhausen
55624,Rheinland-Pfalz,Schwerbach
19053,Mecklenburg-Vorpommern,Schwerin
19055,Mecklenburg-Vorpommern,Schwerin
19057,Mecklenburg-Vorpommern,Schwerin
19059,Mecklenburg-Vorpommern,Schwerin
19061,Mecklenburg-Vorpommern,Schwerin
19063,Mecklenburg-Vorpommern,Schwerin
15755,Brandenburg,Schwerin
27324,Niedersachsen,Schweringen
27333,Niedersachsen,Schweringen
26835,Niedersachsen,Schwerinsdorf
99634,Thüringen,Schwerstedt
58239,Nordrhein-Westfalen,Schwerte
25813,Schleswig-Holstein,Schwesing
68723,Baden-Württemberg,Schwetzingen
71701,Baden-Württemberg,Schwieberdingen
71706,Baden-Württemberg,Schwieberdingen
15913,Brandenburg,Schwielochsee
14548,Brandenburg,Schwielowsee
29593,Niedersachsen,Schwienau
86940,Bayern,Schwifting
84419,Bayern,Schwindegg
54597,Rheinland-Pfalz,Schwirzheim
23795,Schleswig-Holstein,Schwissel
37318,Thüringen,Schwobfeld
55767,Rheinland-Pfalz,Schwollen
79739,Baden-Württemberg,Schwörstadt
38179,Niedersachsen,Schwülper
1855,Sachsen,Sebnitz
56479,Rheinland-Pfalz,Seck
74743,Baden-Württemberg,Seckach
14554,Brandenburg,Seddiner See
77889,Baden-Württemberg,Seebach
99846,Thüringen,Seebach
14715,Brandenburg,Seeblick
37136,Niedersachsen,Seeburg
23823,Schleswig-Holstein,Seedorf
27404,Niedersachsen,Seedorf
23883,Schleswig-Holstein,Seedorf
25557,Schleswig-Holstein,Seefeld
82229,Bayern,Seefeld
87637,Bayern,Seeg
6317,Sachsen-Anhalt,Seegebiet Mansfelder Land
39615,Sachsen-Anhalt,Seehausen
82418,Bayern,Seehausen am Staffelsee
64342,Hessen,Seeheim-Jugenheim
19069,Mecklenburg-Vorpommern,Seehof
88422,Baden-Württemberg,Seekirch
6449,Sachsen-Anhalt,Seeland
6464,Sachsen-Anhalt,Seeland
6466,Sachsen-Anhalt,Seeland
6467,Sachsen-Anhalt,Seeland
6469,Sachsen-Anhalt,Seeland
77960,Baden-Württemberg,Seelbach
56377,Rheinland-Pfalz,Seelbach
57577,Rheinland-Pfalz,Seelbach bei Hamm (Sieg)
57632,Rheinland-Pfalz,Seelbach (Westerwald)
67744,Rheinland-Pfalz,Seelen
7580,Thüringen,Seelingstädt
9306,Sachsen,Seelitz
15306,Brandenburg,Seelow
30926,Niedersachsen,Seelze
83358,Bayern,Seeon-Seebruck
83370,Bayern,Seeon-Seebruck
83376,Bayern,Seeon-Seebruck
55629,Rheinland-Pfalz,Seesbach
38723,Niedersachsen,Seesen
82402,Bayern,Seeshaupt
25370,Schleswig-Holstein,Seester
25371,Schleswig-Holstein,Seestermühe
25840,Schleswig-Holstein,Seeth
25878,Schleswig-Holstein,Seeth
25337,Schleswig-Holstein,Seeth-Ekholt
21217,Niedersachsen,Seevetal
21218,Niedersachsen,Seevetal
21220,Niedersachsen,Seevetal
72297,Baden-Württemberg,Seewald
54636,Rheinland-Pfalz,Seffern
54636,Rheinland-Pfalz,Sefferweich
31691,Niedersachsen,Seggebruch
97340,Bayern,Segnitz
24814,Schleswig-Holstein,Sehestedt
38279,Niedersachsen,Sehlde
54518,Rheinland-Pfalz,Sehlem
18528,Mecklenburg-Vorpommern,Sehlen
9465,Sachsen,Sehmatal
31319,Niedersachsen,Sehnde
55444,Rheinland-Pfalz,Seibersbach
57632,Rheinland-Pfalz,Seifen
9548,Sachsen,Seiffen/Erzgebirge
2782,Sachsen,Seifhennersdorf
54655,Rheinland-Pfalz,Seinsfeld
97342,Bayern,Seinsheim
7389,Thüringen,Seisla
7768,Thüringen,Seitenroda
78606,Baden-Württemberg,Seitingen-Oberflacht
54597,Rheinland-Pfalz,Seiwerath
95100,Bayern,Selb
57537,Rheinland-Pfalz,Selbach (Sieg)
95152,Bayern,Selbitz
66871,Rheinland-Pfalz,Selchenbach
24238,Schleswig-Holstein,Selent
52538,Nordrhein-Westfalen,Selfkant
63500,Hessen,Seligenstadt
24884,Schleswig-Holstein,Selk
6458,Sachsen-Anhalt,Selke-Aue
54608,Rheinland-Pfalz,Sellerich
18586,Mecklenburg-Vorpommern,Sellin
59379,Nordrhein-Westfalen,Selm
23923,Mecklenburg-Vorpommern,Selmsdorf
18195,Mecklenburg-Vorpommern,Selpin
27446,Niedersachsen,Selsingen
65618,Hessen,Selters (Taunus)
56242,Rheinland-Pfalz,Selters (Westerwald)
55278,Rheinland-Pfalz,Selzen
67681,Rheinland-Pfalz,Sembach
18334,Mecklenburg-Vorpommern,Semlow
48308,Nordrhein-Westfalen,Senden
89250,Bayern,Senden
48324,Nordrhein-Westfalen,Sendenhorst
1945,Brandenburg,Senftenberg
1968,Brandenburg,Senftenberg
1996,Brandenburg,Senftenberg
92369,Bayern,Sengenthal
54619,Rheinland-Pfalz,Sengerich
56820,Rheinland-Pfalz,Senheim
97526,Bayern,Sennfeld
53520,Rheinland-Pfalz,Senscheid
55758,Rheinland-Pfalz,Sensweiler
7616,Thüringen,Serba
54455,Rheinland-Pfalz,Serrig
74372,Baden-Württemberg,Sersheim
56237,Rheinland-Pfalz,Sessenbach
56244,Rheinland-Pfalz,Sessenhausen
96145,Bayern,Seßlach
23845,Schleswig-Holstein,Seth
89129,Baden-Württemberg,Setzingen
92358,Bayern,Seubersdorf in der Oberpfalz
90556,Bayern,Seukendorf
37136,Niedersachsen,Seulingen
54673,Rheinland-Pfalz,Sevenig bei Neuerburg
54617,Rheinland-Pfalz,Sevenig (Our)
79350,Baden-Württemberg,Sexau
95517,Bayern,Seybothenreuth
31079,Niedersachsen,Sibbesse
37308,Thüringen,Sickerode
38173,Niedersachsen,Sickte
76833,Rheinland-Pfalz,Siebeldingen
56729,Rheinland-Pfalz,Siebenbach
23847,Schleswig-Holstein,Siebenbäumen
21514,Schleswig-Holstein,Siebeneichen
17089,Mecklenburg-Vorpommern,Siedenbollentin
17111,Mecklenburg-Vorpommern,Siedenbrünzow
27254,Niedersachsen,Siedenburg
55599,Rheinland-Pfalz,Siefersheim
35768,Hessen,Siegbach
53721,Nordrhein-Westfalen,Siegburg
74936,Baden-Württemberg,Siegelsbach
57072,Nordrhein-Westfalen,Siegen
57074,Nordrhein-Westfalen,Siegen
57076,Nordrhein-Westfalen,Siegen
57078,Nordrhein-Westfalen,Siegen
57080,Nordrhein-Westfalen,Siegen
93354,Bayern,Siegenburg
83313,Bayern,Siegsdorf
15890,Brandenburg,Siehdichum
22962,Schleswig-Holstein,Siek
86577,Bayern,Sielenbach
23923,Mecklenburg-Vorpommern,Siemz-Niendorf
55758,Rheinland-Pfalz,Sien
55758,Rheinland-Pfalz,Sienhachenbach
23730,Schleswig-Holstein,Sierksdorf
23847,Schleswig-Holstein,Sierksrade
53520,Rheinland-Pfalz,Sierscheid
56427,Rheinland-Pfalz,Siershahn
55767,Rheinland-Pfalz,Siesbach
17209,Mecklenburg-Vorpommern,Sietow
16845,Brandenburg,Sieversdorf-Hohenofen
24641,Schleswig-Holstein,Sievershütten
24885,Schleswig-Holstein,Sieverstedt
19376,Mecklenburg-Vorpommern,Siggelkow
72488,Baden-Württemberg,Sigmaringen
72517,Baden-Württemberg,Sigmaringendorf
88138,Bayern,Sigmarszell
24887,Schleswig-Holstein,Silberstedt
7613,Thüringen,Silbitz
76857,Rheinland-Pfalz,Silz
17214,Mecklenburg-Vorpommern,Silz
25551,Schleswig-Holstein,Silzen
84359,Bayern,Simbach
94436,Bayern,Simbach
91245,Bayern,Simmelsdorf
52152,Nordrhein-Westfalen,Simmerath
56337,Rheinland-Pfalz,Simmern
55469,Rheinland-Pfalz,Simmern/Hunsrück
72226,Baden-Württemberg,Simmersfeld
97215,Bayern,Simmershofen
55618,Rheinland-Pfalz,Simmertal
75397,Baden-Württemberg,Simmozheim
25813,Schleswig-Holstein,Simonsberg
79263,Baden-Württemberg,Simonswald
79271,Baden-Württemberg,Simonswald
71063,Baden-Württemberg,Sindelfingen
71065,Baden-Württemberg,Sindelfingen
71067,Baden-Württemberg,Sindelfingen
71069,Baden-Württemberg,Sindelfingen
82404,Bayern,Sindelsdorf
78224,Baden-Württemberg,Singen (Hohentwiel)
56379,Rheinland-Pfalz,Singhofen
35764,Hessen,Sinn
36391,Hessen,Sinntal
74889,Baden-Württemberg,Sinsheim
54675,Rheinland-Pfalz,Sinspelt
76547,Baden-Württemberg,Sinzheim
53489,Rheinland-Pfalz,Sinzig
93161,Bayern,Sinzing
67729,Rheinland-Pfalz,Sippersfeld
78354,Baden-Württemberg,Sipplingen
23898,Schleswig-Holstein,Sirksfelde
27419,Niedersachsen,Sittensen
67823,Rheinland-Pfalz,Sitters
7429,Thüringen,Sitzendorf
83139,Bayern,Söchtenau
21388,Niedersachsen,Soderstorf
59494,Nordrhein-Westfalen,Soest
49751,Niedersachsen,Sögel
2689,Sachsen,Sohland an der Spree
31185,Niedersachsen,Söhlde
55487,Rheinland-Pfalz,Sohren
34320,Hessen,Söhrewald
55487,Rheinland-Pfalz,Sohrschied
79294,Baden-Württemberg,Sölden
42651,Nordrhein-Westfalen,Solingen
42653,Nordrhein-Westfalen,Solingen
42655,Nordrhein-Westfalen,Solingen
42657,Nordrhein-Westfalen,Solingen
42659,Nordrhein-Westfalen,Solingen
42697,Nordrhein-Westfalen,Solingen
42699,Nordrhein-Westfalen,Solingen
42719,Nordrhein-Westfalen,Solingen
7381,Thüringen,Solkwitz
24852,Schleswig-Holstein,Sollerup
38387,Niedersachsen,Söllingen
99759,Thüringen,Sollstedt
25884,Schleswig-Holstein,Sollwitt
35606,Hessen,Solms
91807,Bayern,Solnhofen
29614,Niedersachsen,Soltau
29594,Niedersachsen,Soltendieck
97334,Bayern,Sommerach
54317,Rheinland-Pfalz,Sommerau
99610,Thüringen,Sömmerda
99625,Thüringen,Sömmerda
97286,Bayern,Sommerhausen
63825,Bayern,Sommerkahl
25358,Schleswig-Holstein,Sommerland
55595,Rheinland-Pfalz,Sommerloch
39365,Sachsen-Anhalt,Sommersdorf
17111,Mecklenburg-Vorpommern,Sommersdorf
97255,Bayern,Sonderhofen
99706,Thüringen,Sondershausen
97647,Bayern,Sondheim v.d.Rhön
96515,Thüringen,Sonneberg
99869,Thüringen,Sonneborn
25821,Schleswig-Holstein,Sönnebüll
96242,Bayern,Sonnefeld
94164,Bayern,Sonnen
16775,Brandenburg,Sonnenberg
55767,Rheinland-Pfalz,Sonnenberg-Winnenberg
72820,Baden-Württemberg,Sonnenbühl
37345,Thüringen,Sonnenstein
3249,Brandenburg,Sonnewalde
55758,Rheinland-Pfalz,Sonnschied
47665,Nordrhein-Westfalen,Sonsbeck
87776,Bayern,Sontheim
89567,Baden-Württemberg,Sontheim an der Brenz
87527,Bayern,Sonthofen
36205,Hessen,Sontra
24806,Schleswig-Holstein,Sophienhamm
24241,Schleswig-Holstein,Sören
55270,Rheinland-Pfalz,Sörgenloch
57636,Rheinland-Pfalz,Sörth
24966,Schleswig-Holstein,Sörup
56858,Rheinland-Pfalz,Sosberg
27367,Niedersachsen,Sottrum
83564,Bayern,Soyen
55595,Rheinland-Pfalz,Spabrücken
49751,Niedersachsen,Spahnharrenstätte
78549,Baden-Württemberg,Spaichingen
55595,Rheinland-Pfalz,Spall
91174,Bayern,Spalt
54529,Rheinland-Pfalz,Spangdahlem
34286,Hessen,Spangenberg
17391,Mecklenburg-Vorpommern,Spantekow
17392,Mecklenburg-Vorpommern,Spantekow
91080,Bayern,Spardorf
95234,Bayern,Sparneck
82418,Bayern,Spatzenhausen
82447,Bayern,Spatzenhausen
56322,Rheinland-Pfalz,Spay
74937,Baden-Württemberg,Spechbach
54662,Rheinland-Pfalz,Speicher
95469,Bayern,Speichersdorf
92676,Bayern,Speinshart
48480,Niedersachsen,Spelle
32139,Nordrhein-Westfalen,Spenge
56288,Rheinland-Pfalz,Spesenroth
56746,Rheinland-Pfalz,Spessart
67346,Rheinland-Pfalz,Speyer
94518,Bayern,Spiegelau
71579,Baden-Württemberg,Spiegelberg
26474,Niedersachsen,Spiekeroog
66583,Saarland,Spiesen-Elversberg
55288,Rheinland-Pfalz,Spiesheim
76848,Rheinland-Pfalz,Spirkelbach
18513,Mecklenburg-Vorpommern,Splietsdorf
55595,Rheinland-Pfalz,Sponheim
17039,Mecklenburg-Vorpommern,Sponholz
19372,Mecklenburg-Vorpommern,Spornitz
73565,Baden-Württemberg,Spraitbach
73568,Baden-Württemberg,Spraitbach
73577,Baden-Württemberg,Spraitbach
25917,Schleswig-Holstein,Sprakebüll
29365,Niedersachsen,Sprakensehl
15528,Brandenburg,Spreenhagen
2979,Sachsen,Spreetal - Sprjewiny Doł
15913,Brandenburg,Spreewaldheide
3130,Brandenburg,Spremberg
55576,Rheinland-Pfalz,Sprendlingen
31832,Niedersachsen,Springe
45549,Nordrhein-Westfalen,Sprockhövel
99610,Thüringen,Sprötau
18198,Mecklenburg-Vorpommern,Stäbelow
21680,Niedersachsen,Stade
21682,Niedersachsen,Stade
21683,Niedersachsen,Stade
21684,Niedersachsen,Stade
55271,Rheinland-Pfalz,Stadecken-Elsheim
96187,Bayern,Stadelhofen
26935,Niedersachsen,Stadland
26936,Niedersachsen,Stadland
26937,Niedersachsen,Stadland
92549,Bayern,Stadlern
35260,Hessen,Stadtallendorf
86391,Bayern,Stadtbergen
31655,Niedersachsen,Stadthagen
99326,Thüringen,Stadtilm
54589,Rheinland-Pfalz,Stadtkyll
97488,Bayern,Stadtlauringen
48703,Nordrhein-Westfalen,Stadtlohn
37627,Niedersachsen,Stadtoldendorf
97909,Bayern,Stadtprozelten
7646,Thüringen,Stadtroda
95346,Bayern,Stadtsteinach
25917,Schleswig-Holstein,Stadum
27254,Niedersachsen,Staffhorst
24816,Schleswig-Holstein,Stafstedt
67808,Rheinland-Pfalz,Stahlberg
56412,Rheinland-Pfalz,Stahlhofen
56459,Rheinland-Pfalz,Stahlhofen am Wiesensee
14532,Brandenburg,Stahnsdorf
89195,Baden-Württemberg,Staig
24217,Schleswig-Holstein,Stakendorf
94375,Bayern,Stallwang
95236,Bayern,Stammbach
84533,Bayern,Stammham
85092,Bayern,Stammham
85134,Bayern,Stammham
93491,Bayern,Stamsried
67816,Rheinland-Pfalz,Standenbühl
24395,Schleswig-Holstein,Stangheck
25879,Schleswig-Holstein,Stapel
22145,Schleswig-Holstein,Stapelfeld
4617,Thüringen,Starkenberg
56843,Rheinland-Pfalz,Starkenburg
82319,Bayern,Starnberg
72181,Baden-Württemberg,Starzach
39418,Sachsen-Anhalt,Staßfurt
39443,Sachsen-Anhalt,Staßfurt
39446,Sachsen-Anhalt,Staßfurt
1594,Sachsen,Stauchitz
83224,Bayern,Staudach-Egerndach
55568,Rheinland-Pfalz,Staudernheim
56424,Rheinland-Pfalz,Staudt
35460,Hessen,Staufenberg
34355,Niedersachsen,Staufenberg
79219,Baden-Württemberg,Staufen im Breisgau
17039,Mecklenburg-Vorpommern,Staven
17153,Mecklenburg-Vorpommern,Stavenhagen
49777,Niedersachsen,Stavern
79837,Baden-Württemberg,St. Blasien
56276,Rheinland-Pfalz,Stebach
16775,Brandenburg,Stechlin
14715,Brandenburg,Stechow-Ferchesar
25920,Schleswig-Holstein,Stedesand
26427,Niedersachsen,Stedesdorf
25557,Schleswig-Holstein,Steenfeld
54597,Rheinland-Pfalz,Steffeln
35239,Hessen,Steffenberg
18209,Mecklenburg-Vorpommern,Steffenshagen
96135,Bayern,Stegaurach
79252,Baden-Württemberg,Stegen
9356,Sachsen,St. Egidien
6268,Sachsen-Anhalt,Steigra
31634,Niedersachsen,Steimbke
57614,Rheinland-Pfalz,Steimel
24235,Schleswig-Holstein,Stein
90547,Bayern,Stein
1920,Sachsen,Steina
77790,Baden-Württemberg,Steinach
94377,Bayern,Steinach
96523,Thüringen,Steinach
66851,Rheinland-Pfalz,Steinalben
21775,Niedersachsen,Steinau
36396,Hessen,Steinau an der Straße
61449,Hessen,Steinbach
56291,Rheinland-Pfalz,Steinbach
37308,Thüringen,Steinbach
67808,Rheinland-Pfalz,Steinbach am Donnersberg
66909,Rheinland-Pfalz,Steinbach am Glan
96361,Bayern,Steinbach am Wald
98587,Thüringen,Steinbach-Hallenberg
8237,Sachsen,Steinberg
24972,Schleswig-Holstein,Steinberg
92449,Bayern,Steinberg am See
24972,Schleswig-Holstein,Steinbergkirche
55599,Rheinland-Pfalz,Stein-Bockenheim
54655,Rheinland-Pfalz,Steinborn
22964,Schleswig-Holstein,Steinburg
82297,Bayern,Steindorf
57629,Rheinland-Pfalz,Steinebach an der Wied
57520,Rheinland-Pfalz,Steinebach/Sieg
54552,Rheinland-Pfalz,Steineberg
56414,Rheinland-Pfalz,Steinefrenz
56244,Rheinland-Pfalz,Steinen
79585,Baden-Württemberg,Steinen
71144,Baden-Württemberg,Steinenbronn
57518,Rheinland-Pfalz,Steineroth
97854,Bayern,Steinfeld
24888,Schleswig-Holstein,Steinfeld
76889,Rheinland-Pfalz,Steinfeld
49439,Niedersachsen,Steinfeld
48565,Nordrhein-Westfalen,Steinfurt
86989,Bayern,Steingaden
33803,Nordrhein-Westfalen,Steinhagen
18442,Mecklenburg-Vorpommern,Steinhagen
18246,Mecklenburg-Vorpommern,Steinhagen
88416,Baden-Württemberg,Steinhausen an der Rottum
32839,Nordrhein-Westfalen,Steinheim
73566,Baden-Württemberg,Steinheim am Albuch
89555,Baden-Württemberg,Steinheim am Albuch
71711,Baden-Württemberg,Steinheim an der Murr
37318,Thüringen,Steinheuterode
15518,Brandenburg,Steinhöfel
85643,Bayern,Steinhöring
29367,Niedersachsen,Steinhorst
23847,Schleswig-Holstein,Steinhorst
1904,Sachsen,Steinigtwolmsdorf
54552,Rheinland-Pfalz,Steiningen
21720,Niedersachsen,Steinkirchen
84439,Bayern,Steinkirchen
76479,Baden-Württemberg,Steinmauern
56479,Rheinland-Pfalz,Stein-Neukirch
15938,Brandenburg,Steinreich
56379,Rheinland-Pfalz,Steinsberg
91628,Bayern,Steinsfeld
76872,Rheinland-Pfalz,Steinweiler
66879,Rheinland-Pfalz,Steinwenden
96349,Bayern,Steinwiesen
57629,Rheinland-Pfalz,Stein-Wingert
78256,Baden-Württemberg,Steißlingen
21435,Niedersachsen,Stelle
25795,Schleswig-Holstein,Stelle-Wittenwurth
67705,Rheinland-Pfalz,Stelzenberg
27389,Niedersachsen,Stemmen
49448,Niedersachsen,Stemshorn
32351,Nordrhein-Westfalen,Stemwede
39576,Sachsen-Anhalt,Stendal
23936,Mecklenburg-Vorpommern,Stepenitztal
83071,Bayern,Stephanskirchen
94569,Bayern,Stephansposching
23883,Schleswig-Holstein,Sterley
19406,Mecklenburg-Vorpommern,Sternberg
75447,Baden-Württemberg,Sternenfels
24996,Schleswig-Holstein,Sterup
87778,Bayern,Stetten
67294,Rheinland-Pfalz,Stetten
88719,Baden-Württemberg,Stetten
72510,Baden-Württemberg,Stetten am kalten Markt
96188,Bayern,Stettfeld
31595,Niedersachsen,Steyerberg
7629,Thüringen,St. Gangloff
78112,Baden-Württemberg,St. Georgen im Schwarzwald
88167,Bayern,Stiefenhofen
74597,Baden-Württemberg,Stimpfach
21772,Niedersachsen,Stinstedt
23795,Schleswig-Holstein,Stipsdorf
55758,Rheinland-Pfalz,Stipshausen
72813,Baden-Württemberg,St. Johann
68789,Baden-Württemberg,St. Leon-Rot
79274,Baden-Württemberg,St. Märgen
78333,Baden-Württemberg,Stockach
23617,Schleswig-Holstein,Stockelsdorf
54646,Rheinland-Pfalz,Stockem
56472,Rheinland-Pfalz,Stockhausen-Illfurth
97640,Bayern,Stockheim
96342,Bayern,Stockheim
31638,Niedersachsen,Stöckse
24326,Schleswig-Holstein,Stocksee
64589,Hessen,Stockstadt
63811,Bayern,Stockstadt am Main
56459,Rheinland-Pfalz,Stockum-Püschen
73495,Baden-Württemberg,Stödtlen
29597,Niedersachsen,Stoetze
52222,Nordrhein-Westfalen,Stolberg
52223,Nordrhein-Westfalen,Stolberg
52224,Nordrhein-Westfalen,Stolberg
24890,Schleswig-Holstein,Stolk
9366,Sachsen,Stollberg/Erzgebirge
24601,Schleswig-Holstein,Stolpe
19372,Mecklenburg-Vorpommern,Stolpe
17391,Mecklenburg-Vorpommern,Stolpe an der Peene
17406,Mecklenburg-Vorpommern,Stolpe auf Usedom
1833,Sachsen,Stolpen
24409,Schleswig-Holstein,Stoltebüll
24256,Schleswig-Holstein,Stoltenberg
31592,Niedersachsen,Stolzenau
16818,Brandenburg,Storbeck-Frankendorf
25554,Schleswig-Holstein,Stördorf
25548,Schleswig-Holstein,Störkathen
15859,Brandenburg,Storkow (Mark)
92721,Bayern,Störnstein
6667,Sachsen-Anhalt,Stößen
87675,Bayern,Stötten a.Auerberg
87677,Bayern,Stöttwang
47638,Nordrhein-Westfalen,Straelen
97618,Bayern,Strahlungen
19073,Mecklenburg-Vorpommern,Stralendorf
18435,Mecklenburg-Vorpommern,Stralsund
18437,Mecklenburg-Vorpommern,Stralsund
18439,Mecklenburg-Vorpommern,Stralsund
24229,Schleswig-Holstein,Strande
17335,Mecklenburg-Vorpommern,Strasburg (Uckermark)
72479,Baden-Württemberg,Straßberg
56587,Rheinland-Pfalz,Straßenhaus
94342,Bayern,Straßkirchen
82064,Bayern,Straßlach-Dingharting
75334,Baden-Württemberg,Straubenhardt
94315,Bayern,Straubing
98646,Thüringen,Straufhain
15913,Brandenburg,Straupitz
15344,Brandenburg,Strausberg
99634,Thüringen,Straußfurt
1616,Sachsen,Strehla
57629,Rheinland-Pfalz,Streithausen
54597,Rheinland-Pfalz,Strickscheid
9661,Sachsen,Striegistal
19230,Mecklenburg-Vorpommern,Strohkirchen
54558,Rheinland-Pfalz,Strohn
55442,Rheinland-Pfalz,Stromberg
54552,Rheinland-Pfalz,Strotzbüsch
25792,Schleswig-Holstein,Strübbel
25821,Schleswig-Holstein,Struckum
23815,Schleswig-Holstein,Strukdorf
96129,Bayern,Strullendorf
1796,Sachsen,Struppen
56357,Rheinland-Pfalz,Strüth
24643,Schleswig-Holstein,Struvenhütten
24891,Schleswig-Holstein,Struxdorf
23847,Schleswig-Holstein,Stubben
18195,Mecklenburg-Vorpommern,Stubbendorf
94166,Bayern,Stubenberg
16845,Brandenburg,Stüdenitz-Schönermark
17209,Mecklenburg-Vorpommern,Stuer
79780,Baden-Württemberg,Stühlingen
28816,Niedersachsen,Stuhr
92551,Bayern,Stulln
57614,Rheinland-Pfalz,Stürzelbach
76297,Baden-Württemberg,Stutensee
70173,Baden-Württemberg,Stuttgart
70174,Baden-Württemberg,Stuttgart
70176,Baden-Württemberg,Stuttgart
70178,Baden-Württemberg,Stuttgart
70180,Baden-Württemberg,Stuttgart
70182,Baden-Württemberg,Stuttgart
70184,Baden-Württemberg,Stuttgart
70186,Baden-Württemberg,Stuttgart
70188,Baden-Württemberg,Stuttgart
70190,Baden-Württemberg,Stuttgart
70191,Baden-Württemberg,Stuttgart
70192,Baden-Württemberg,Stuttgart
70193,Baden-Württemberg,Stuttgart
70195,Baden-Württemberg,Stuttgart
70197,Baden-Württemberg,Stuttgart
70199,Baden-Württemberg,Stuttgart
